dealerName,dealerAddress,phoneNumber,email,authorizationStatus
Warren PLC,"8329 Michael Fords Suite 140 Cindymouth, CT 14838",(297)805-2866,richard92@example.net,Inactive
Carlson-Brown,"32862 Jillian Center Apt. 068 South Ryan, MS 68132",530-773-5407,tiffany64@example.com,Suspended
Clark-Rodriguez,"19795 Robert Parks Apt. 481 Roseside, MT 81978",512-578-6268x479,zgraham@example.com,Authorized
"Wallace, Mcdonald and Harvey","315 Sheila Isle Apt. 901 South Matthewbury, WV 59709",(657)901-8746,david94@example.net,Inactive
Haynes-Snyder,"1950 Stone Throughway Suite 963 Parkmouth, MA 26842",+1-576-460-3039x843,xvincent@example.com,Pending
Swanson PLC,"01866 Carlson Harbors Suite 652 Kimfort, WY 13242",(766)253-9297x24030,shortnathan@example.net,Inactive
Carter LLC,"PSC 6272, Box 3767 APO AP 08898",6305424620,uhuang@example.org,Authorized
"Bell, Green and Rogers","56144 Briggs Skyway Lisahaven, ID 77201",+1-450-857-7210x73931,teresasmall@example.com,Revoked
Horton Group,"976 Stephanie Well Apt. 360 Pettymouth, DE 52065",411.376.7768x62298,hilldavid@example.com,Authorized
Figueroa PLC,"2476 Sara Roads Lake John, CO 63530",(985)883-4960x085,melissarusso@example.org,Revoked
Campbell-Garcia,"6726 Wilkerson Common Apt. 040 Kellymouth, NJ 31670",898.564.3349x10330,joshua75@example.net,Authorized
"Cox, Melton and Weiss","779 Cobb Heights Apt. 689 Travisfurt, AL 19593",7808791145,linsean@example.org,Suspended
Brown Ltd,"199 Brooks Track Suite 416 Hollyview, CA 39460",288-277-1544x9930,philip52@example.net,Pending
Dorsey Ltd,"235 Johnson Club Suite 234 Port Vanessastad, AZ 95910",+1-298-764-2545,wilsonchristopher@example.com,Suspended
May-Pena,USCGC Brown FPO AE 66520,421-941-7555x4115,chadwalker@example.com,Authorized
Cabrera Group,"31740 Kennedy Pass Apt. 795 Careyburgh, OR 12085",988.954.9913,jjohns@example.org,Revoked
Wilson-Pratt,Unit 0690 Box 1558 DPO AA 47249,7113677181,marywilliams@example.org,Inactive
"King, Mays and Caldwell","48157 Castillo Passage Suite 612 Johnview, OK 66265",(774)965-7501,virginia85@example.org,Inactive
Schmidt and Sons,"48871 Michael Curve North Ronnieville, MO 62799",798.838.3328x140,jesus18@example.com,Inactive
"Johnson, Nelson and King","634 Nancy Glens Perryfurt, CT 36519",(247)998-1552,morrisjennifer@example.com,Revoked
Brown-Torres,"PSC 4863, Box 0173 APO AP 30252",527-719-1261x05085,john66@example.org,Suspended
Ibarra-Kline,"8584 Hart Vista Gonzaleshaven, MH 34836",551.390.1892x21526,scotttanya@example.net,Revoked
"Thomas, Pierce and Potter","1839 Perez Streets Joeshire, FM 42332",(589)708-2313,nlawson@example.com,Pending
Ortiz and Sons,"3311 Washington Island Mccartyview, KY 34452",317-746-6846,christopher19@example.org,Suspended
Roberts LLC,"61989 Jones Springs Suite 554 Brianview, NJ 37975",(763)431-3700,sherylriley@example.net,Suspended
Carrillo-Phillips,"588 Carpenter Viaduct South Christopher, MA 58363",(269)345-6976,thomas16@example.com,Revoked
Colon Inc,"784 Fields Ports North Lindsayborough, LA 19921",(611)754-8422x71554,philipcarson@example.com,Authorized
Bowers-Sharp,"06722 Carla Hill New Jonathanfurt, MI 34388",+1-744-595-7667x7062,dudleyyolanda@example.net,Revoked
West Inc,"2365 Claudia Roads Apt. 318 Lake Jenniferborough, OH 83529",902.525.2501x84126,alice16@example.com,Inactive
Taylor Inc,"0838 Janet Knoll Apt. 636 Mccartychester, UT 07757",+1-612-544-7543x1145,qkelley@example.com,Authorized
Jones-Short,"73030 Sanchez Glen Suite 097 Belindaland, PA 09265",659.653.8075x872,stacey71@example.org,Pending
Bell Inc,"725 Paul Track Lake Vincent, KS 31960",001-609-658-0312x7945,stephaniecollins@example.org,Suspended
Lawson Group,"243 Hobbs Ports Suite 206 Kellybury, MD 59326",982.642.5813x78685,karenbrown@example.com,Authorized
Rivera-Wilson,"576 Williams Alley Suite 060 Angelafort, AS 96830",733-258-8262,michellegalvan@example.net,Revoked
"Poole, Walls and Gonzalez","166 Robert Pine Suite 012 Mitchellhaven, OR 48065",(226)644-7510,fischerdenise@example.com,Suspended
"Martin, White and Ruiz","844 Elizabeth Track Apt. 300 Nguyenton, UT 20348",332.323.5650x06886,gonzalezcynthia@example.org,Revoked
"Cox, Klein and Jordan","550 Eric Circles West Stephanie, MA 47396",787-624-6163,flopez@example.net,Authorized
Hall-Braun,"167 Patton Branch Sherryborough, MS 17075",+1-407-201-9327,hoffmandavid@example.net,Pending
"Peters, Huerta and Smith","968 Lewis Shoal South Davidton, ID 26237",(763)236-4045x8972,andersonbrianna@example.net,Pending
"Sosa, Vaughn and Valencia","487 Heather Circles Andersonport, WV 26932",435.436.7644x81146,brennansavannah@example.com,Authorized
"Fernandez, Anderson and Brown","153 Janice River Suite 309 South Brian, NV 74326",949-910-1342x5503,rebeccagreen@example.com,Authorized
"Swanson, Lawrence and Ramirez","722 Julie Wall Apt. 634 Lake Jessicabury, RI 69153",(679)238-1913,amberfox@example.org,Pending
Conley-Sanchez,"12481 Mcdonald Circle Suite 973 Tiffanyton, VA 08974",001-928-487-7180x7439,gbryan@example.com,Inactive
"Powell, Bailey and Barrett",Unit 5890 Box 2861 DPO AP 72850,672.694.3589x9944,patrickdavis@example.com,Authorized
Silva-Carr,"7348 Elizabeth Common Lake Courtney, TN 05864",001-875-873-0974x209,ryanroberts@example.com,Revoked
Webster-Thomas,"388 Maurice Unions Lake Sheryl, MT 87603",001-914-504-2025x6315,hannahdavis@example.org,Revoked
Kerr LLC,"PSC 5401, Box 5849 APO AE 29801",001-354-264-6213x32034,griffinnathaniel@example.org,Revoked
"Atkinson, Stephens and Anderson","4202 Pamela Pine Suite 400 South Patricia, GA 49445",001-584-503-2072x3019,james94@example.org,Revoked
"Garcia, Stephens and Black",Unit 0468 Box 6464 DPO AE 77632,+1-750-554-9882x57554,courtney88@example.com,Pending
Hutchinson Inc,"29119 Dakota Underpass Suite 415 New Paulfurt, WI 01203",762-680-6037x53591,duarteamy@example.com,Pending
Mcdonald Group,Unit 3555 Box 2801 DPO AE 64633,5893979686,brandy88@example.org,Suspended
"Green, Crane and Jackson","2728 Dustin Burgs Apt. 419 North Keith, KS 90772",(568)294-8733x60535,michelle15@example.net,Authorized
Wang Group,"84769 Steven Fords Villarrealview, OH 21909",(943)428-4521x0436,darrenboone@example.net,Inactive
"Roberts, Lucas and Holder",USCGC Adams FPO AE 31792,+1-614-757-6549,brandyhernandez@example.org,Pending
Chan-Ward,"0859 Torres Creek Jessicafurt, OH 18630",(335)847-5957x51571,patriciabennett@example.org,Revoked
Barnes LLC,"6076 Melissa Center Apt. 267 North Roberto, MP 25012",(688)538-7919,bdavis@example.net,Pending
"Frey, Bell and Caldwell","29971 Brewer Mountain Apt. 025 Rodriguezhaven, MP 05201",001-378-684-3755x478,timothypowers@example.com,Inactive
Edwards Inc,"6201 Patricia Skyway Garciaton, ME 29303",+1-792-955-0006x5017,melissawatson@example.com,Inactive
"Orr, Rowland and Erickson","106 Reynolds Land Espinozaview, WA 64031",001-843-741-7010x0325,zunigareginald@example.org,Pending
Castillo-Wheeler,"3065 Cynthia Turnpike New Gregory, MT 42094",317-550-5470,alex34@example.com,Revoked
Brown Inc,"43632 Angela Keys Suite 932 Hughesport, ID 05002",+1-747-277-2172x551,stephen25@example.org,Authorized
Ewing LLC,"2310 Rowland Stravenue Robertville, MH 30895",+1-307-992-3752x71979,lisaroberson@example.org,Suspended
Nelson Inc,"6388 Burgess Square Apt. 297 Seanfort, MA 83532",625-593-5550x025,smithcandace@example.org,Suspended
Hernandez LLC,"6410 Hensley Ranch Suite 770 Meyersstad, MD 52019",(569)970-8018x739,ycole@example.com,Authorized
Golden Group,"98558 Moore Greens Apt. 590 Port Chad, MA 20361",001-658-777-2306x22923,dianewright@example.com,Revoked
Holland PLC,"955 Davis Row Suite 389 West Jasonfurt, GU 51649",(686)817-7388x0748,janedavis@example.net,Suspended
"Price, Robertson and Ferguson","5932 Lewis Branch West Carolyn, VA 29868",2384294094,ejones@example.net,Inactive
Gay-Martinez,"7304 Robinson Road Suite 557 North Danielstad, FL 65348",333.734.3805,williamarmstrong@example.com,Inactive
Finley Inc,"92330 Samantha Center Nelsonborough, NE 18259",448-791-6462,hurleychristine@example.org,Suspended
Jones Ltd,"4800 Deleon Via Apt. 748 Haroldbury, OK 13137",666.501.9886x46714,michaelmiller@example.org,Pending
"Bass, Robertson and Willis","9119 Bradley Knolls Apt. 552 East Joseburgh, DC 38485",001-507-922-7424x8975,jonathanhoward@example.org,Pending
Hunter Inc,"51924 Smith Course Suite 652 Aprilborough, CA 23682",2915539318,chadhodges@example.com,Inactive
Orozco PLC,"487 Jenkins Prairie Apt. 828 Matthewport, MH 66031",823.657.5654,virginiaferguson@example.com,Revoked
"Zimmerman, Flores and Brennan","710 Juarez Cape Suite 193 West Rachelmouth, NE 15426",+1-908-674-8936x16286,april62@example.org,Pending
Mendoza-Mullins,"41062 Matthew Lodge Suite 699 West Stephanie, RI 63104",+1-914-650-4834,ericahendrix@example.org,Revoked
"Suarez, Kennedy and Peterson",Unit 6436 Box 4618 DPO AA 94176,(827)357-4974x65082,vking@example.org,Suspended
Smith-Petty,"1175 Rickey Ways Kimhaven, LA 35408",001-845-739-5611x62819,yorozco@example.org,Authorized
Smith-Campbell,Unit 8921 Box 1634 DPO AA 22343,308-558-4888,burtongerald@example.net,Pending
